Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"Z Zuo, TH Kuehn, DYH Pui","Respirator Testing Using Virus Aerosol: Comparison between Viability Penetration and Physical Penetration",2015,"Annals Of Occupational Hygiene","academic.oup.com","https://academic.oup.com/annweh/article-abstract/59/6/812/2196141","",11,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,5,"… Performance of filtering facepiece respirators against airborne viruses is often quantified in two ways … However, their low virus titer and poor airborne survivability, as well as high respirator filtration … ratio of infectious virus (C IV ) to fluorescence (C F ) in the gelatin filter (gel) and …"
0,"K Wharton, BSNM Rieker","N95 Respirator Decontamination and Reuse: Current State of the Evidence",,"sofia.medicalistes.fr","","https://sofia.medicalistes.fr/spip/IMG/pdf/n95_respirator_decontamination_and_reuse_current_state_of_evidence_wharton-rieker_.pdf","",12,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,2,,"… Evaluation of the survivability of MS2 viral aerosols deposited on filtering face piece respirator … Filter quality of electret masks in filtering 14.6-594 nm aero- sol particles: effects of five … Cleaning of filtering facepiece respirators contami- nated with mucin and Staphylococcus aureus …"
12,"J Szulc, A Otlewska, M Okrasa, K Majchrzycka…","Microbiological contamination at workplaces in a combined heat and power (CHP) station processing plant biomass",2017,"International journal of …","mdpi.com","https://www.mdpi.com/1660-4601/14/1/99","https://scholar.google.com/scholar?cites=92965077227531957&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-22 20:09:37","","","","",,,,,12,4.00,2,5,3,"… This method was selected as scanning microscopy analysis revealed numerous microorganism cells on the filter materials of the FFRs … The raw reads were demultiplexed and quality-filtered on MiSeq using the MiSeq Reporter (MSR) v2.4 … FFR: filtering facepiece respirator …"
6,"W Lee, X Yang, D Jung, S Park, H Kim, H You","Ergonomic evaluation of pilot oxygen mask designs",2018,"Applied ergonomics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003687017302235","https://scholar.google.com/scholar?cites=4905803345795783194&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-22 20:09:37","","","","",,,,,6,3.00,1,6,2,"… has been utilized to evaluate the fit and pressure characteristics of a respirator design (Butler … Materials similar to those of the MBU-20/P facepiece and hardshell components were used … proposed evaluation methods can be applied to various full- and half-face mask designs for …"
6,"FS Quan, I Rubino, SH Lee, B Koch, HJ Choi","Universal and reusable virus deactivation system for respiratory protection",2017,"Scientific reports","nature.com","https://www.nature.com/articles/srep39956","https://scholar.google.com/scholar?cites=5975895910906613865&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-22 20:09:37","HTML","","","",,,,,6,2.00,1,5,3,"… Conversely, salt-coated filters showed substantially increasing filtration efficiency with … In particular, in the case of Filter wet+600μL , filtration efficiency varied from 43 to 70%, with increasing pressure from 3 to 17 kPa, and Filter wet+1200μL exhibited persistent, high …"
3,"S Guha, A Mejía-Alfaro, P Hariharan…","Effectiveness of facemasks for pediatric populations against submicron-sized aerosols",2015,"American journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0196655315002205","https://scholar.google.com/scholar?cites=17838572093638089719&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-22 20:09:37","","","","",,,,,3,0.60,1,4,5,"… About 0.2 L/min of the condensation particle counter flow was filtered room air and … 35 Whereas filter research is quite mature, it is evident that very little is known … 57. Google Scholar. 7 Z. Zuo, TH Kuehn, DYH PuiPerformance evaluation of filtering facepiece respirators using virus …"
0,"A Jachowicz, K Majchrzycka, J Szulc, M Okrasa…","Survival of Microorganisms on Filtering Respiratory Protective Devices Used at Agricultural Facilities",2019,"International journal of …","mdpi.com","https://www.mdpi.com/1660-4601/16/16/2819","",17,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,5,1,"… a toluene specific consortium onto filter media and their ability to proliferate onto filter media … may thus have played an interface role in microbial adhesion onto the filters [27 … or biocide in filtering nonwovens on the survival of microorganisms on the various filtering materials used …"
5,"K Majchrzycka, M Okrasa, A Jachowicz, J Szulc…","Microbial growth on dust-loaded filtering materials used for the protection of respiratory tract as a factor affecting filtration efficiency",2018,"International journal of …","mdpi.com","https://www.mdpi.com/1660-4601/15/9/1902","https://scholar.google.com/scholar?cites=13736449368336994347&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-22 20:09:37","","","","",,,,,5,2.50,1,5,2,"… nonwovens typically used in the construction of FFRs were selected to test the survivability of microorganisms … the dust chamber was adjusted so that the mass deposited on the absolute filter for 4 min was close to the mass of dust that would accumulate on the filtering layers of …"
0,"PSC Juang, P Tsai","N95 Respirator Cleaning and Reuse Methods Proposed by the Inventor of the N95 Mask Material",2020,"Journal of Emergency Medicine","jem-journal.com","https://www.jem-journal.com/article/S0736-4679(20)30369-3/abstract","",19,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,2,1,"… the polypropylene filter layer and the electrostatic charge … method at 100° C (212° F) will significantly shorten viral survivability time and will result in a … 4. CDC: Decontamination and Reuse of Filtering Facepiece Respirators Updated April 9, 2020 https://www.cdc.gov/coronavirus …"
0,"K Majchrzycka, M Okrasa, A Jachowicz, J Szulc…","Application of Biocides and Super-Absorbing Polymers to Enhance the Efficiency of Filtering Materials",2019,"Molecules","mdpi.com","https://www.mdpi.com/1420-3049/24/18/3339","",20,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,5,1,"… The most common examples include separating filters, retention fabrics, surgical dressings, food packaging, and electric … The loss of the active substance from the MFM filter material under simulated … Therefore, the addition of SAP to the filtering nonwovens to limit moisture, which …"
52,"B Demir, I Cerkez, SD Worley…","N-halamine-modified antimicrobial polypropylene nonwoven fabrics for use against airborne bacteria",2015,"… applied materials & …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/am507329m","https://scholar.google.com/scholar?cites=7951865300641841107&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-22 20:09:37","","","","",,,,,52,10.40,13,4,5,"… 24) and various natural products(25) have been investigated in order to develop antimicrobial filter and face … Millipore filters (0.45 μm pore size) were purchased from VWR Inc … solution until the pH reached 7. The precipitated white solid product was obtained by filtration and was …"
7,"GA Junter, L Lebrun","Cellulose-based virus-retentive filters: a review",2017,"Reviews in Environmental Science and Bio …","Springer","https://link.springer.com/article/10.1007/s11157-017-9434-1","https://scholar.google.com/scholar?cites=270304252966998326&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-22 20:09:37","","","","",,,,,7,2.33,4,2,3,"… Filtering facepiece … Relative survivability … As part of a series of papers surveying the antiviral applications of polysaccharide-based materials, the present review focuses on viral filtration using cellulosic filter media—most of which are commercially available products that have …"
10,"E Ibrahim, D Harnish, K Kinney…","An experimental investigation of the performance of a Collison nebulizer generating H1N1 influenza aerosols",2015,"Biotechnology & …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/13102818.2015.1059736","https://scholar.google.com/scholar?cites=13345525738563956279&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-22 20:09:37","","","","",,,,,10,2.00,3,4,5,"… Their generation has numerous applications in pharmaceutical inhalers, in air filtration and sanitization … particle size and count, output stability of the aerosol and survivability of microorganisms … Evaluation of single-use masks and respirators for protection of health care …"
11,"E Beam, SG Gibbs, AL Hewlett, PC Iwen…","Clinical challenges in isolation care",2015,"AJN The American …","journals.lww.com","https://journals.lww.com/ajnonline/FullText/2015/04000/Clinical_Challenges_in_Isolation_Care.24.aspx","https://scholar.google.com/scholar?cites=16144874066663706257&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-22 20:09:37","","","","",,,,,11,2.20,2,5,5,"Overview In 2014, the authors published the results of a study investigating nurses' use of person."
92,"RM Jones, LM Brosseau","Aerosol transmission of infectious disease",2015,"Journal of occupational and …","journals.lww.com","https://journals.lww.com/joem/Fulltext/2015/05000/Aerosol_Transmission_of_Infectious_Disease.4.aspx","https://scholar.google.com/scholar?cites=10889196647377983738&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-22 20:09:37","","","","",,,,,92,18.40,46,2,5,"Objective: The concept of aerosol transmission is developed to resolve limitations in conventional."
0,"A Michalski, M Kwiatek, A Mełgieś…","Personal protective measures",2018,"CBRN. Security …","ceeol.com","https://www.ceeol.com/content-files/document-726292.pdf","",26,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,4,2,"… warfare agents need to be considered during the biorisk assessment process: – Survivability/stability in … Filter units are normally packed in hermetic bags, once they were opened, there may be … Power assisted filtering devic- es incorporating full face masks, half masks or quarter …"
1,"A Cramer, E Tian, HY Sherryl, M Galanek, E Lamere…","Disposable N95 masks pass qualitative fit-test but have decreased filtration efficiency after Cobalt-60 gamma irradiation",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.03.28.20043471v1.abstract","https://scholar.google.com/scholar?cites=17731788329433925421&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-22 20:09:37","","","","",,,,,1,1.00,0,6,1,"… energy gamma rays besides 60Co and our results on the operational survivability of the … the sac- charin mist if it entered the mask, either through the filter or around … BC Eimer, and RE Shaffer, “Evaluation of Five Decontamination Methods for Filtering Facepiece Respirators,” Ann …"
0,"SB Jeong, KJ Heo, BU Lee","Antimicrobial Air Filters Using Natural Sea Salt Particles for Deactivating Airborne Bacterial Particles",2020,"International Journal of Environmental …","mdpi.com","https://www.mdpi.com/1660-4601/17/1/190","",28,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,1,"… These viable bioaerosols were also discovered on the surfaces of filtering facepiece respirators [19,20 … The filters were loaded in a filter holder under deposition times of 3, 6, and 9 min … The flow rate of the filtered air was adjusted by mass flow controllers (MFC; GMC1200, Atovac …"
1,"HW Tong, SKC Kwok","Interlaced filtration barrier",2019,"US Patent 10,293,291","Google Patents","https://patents.google.com/patent/US10293291B2/en","https://scholar.google.com/scholar?cites=7800909134461098296&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-22 20:09:37","","","","",,,,,1,1.00,1,2,1,"… to filtering material for liquid or gaseous fluids; B01D2239/12—Special parameters characterising the filtering material; … B29L2031/00—Other particular articles; B29L2031/14—Filters … while most commercially available filtration barriers merely serve as sieves to filter out airborne …"
0,"LTCSP DelVecchio","COVID-19 Considerations in the Deployed Setting",,"kinnetikmedicine.org","","https://kinnetikmedicine.org/wp-content/uploads/2020/03/covid-19_guidelines_for_deployed_providers.pdf","",30,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,1,,"… day via bleach dip. Goggles or disposable full-face shield NIOSH-approved N95 filtering face piece respirator or higher … Survivability on Surfaces ● Survivability of coronaviruses is variable … o At room temp metal, cloth & filter paper do not have detectable virus on d5 …"
4,"A Ali, M Pan, TB Tilly, M Zia, CY Wu","Performance of silver, zinc, and iron nanoparticles-doped cotton filters against airborne E. coli to minimize bioaerosol exposure",2018,"Air Quality, Atmosphere & Health","Springer","https://link.springer.com/article/10.1007/s11869-018-0622-0","https://scholar.google.com/scholar?cites=12162553951350710218&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-22 20:09:37","HTML","","","",,,,,4,2.00,1,5,2,"… The water samples were vortexed and vacuum filtered (Millipore Isopore membrane filter, 0.8 μm pore … As the fabricated filter media were tested for four times, long-term tests to … drop and flow redistribution on modeling mercury control using sorbent injection in baghouse filters …"
3,"M Pan, L Carol, JA Lednicky…","Determination of the distribution of infectious viruses in aerosol particles using water-based condensational growth technology and a bacteriophage MS2 model",2019,"Aerosol Science and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/02786826.2019.1581917","https://scholar.google.com/scholar?cites=3938340733907372389&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-22 20:09:37","","","","",,,,,3,3.00,1,4,1,"… respirators by attending health-care practi- tioners, rather than a surgical mask that is … To determine the infectious virus size distribution and survivability of infectious virus aerosol, after … gas flow was passed through a high-efficiency particulate air (HEPA) filter before discharging …"
0,"DH Park, YH Joe, A Piri, S An, J Hwang","Determination of Air Filter Anti-Viral Efficiency against an Airborne Infectious Virus",2020,"Journal of Hazardous Materials","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304389420306294","",33,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,5,1,"… [22] investigated the inactivated performance of dialdehyde cellulose filters against an … 24] developed an instrument for dry coating a commercial air filter unit with … They evaluated the filtration capability and anti-viral activity of the instrument against the aerosolized bacteriophage …"
0,"AA Chughtai","FACEMASKS IN THE PROTECTION OF HOSPITALS HEALTHCARE WORKERS (HCW) IN RESOURCE POOR SETTINGS",2015,"","unsworks.unsw.edu.au","http://unsworks.unsw.edu.au/fapi/datastream/unsworks:35554/SOURCE02?view=true","",34,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,1,5,"… FDA Food and Drug Administration FFP (Respirator) Filtering face piece (Respirator) H Hemagglutinin … Powered air-purifying respirators PFE Particle filtration efficacy … Many environmental and surface factors affect the virus survivability, but currently the data are limited. Page 30 …"
1,"L Janssen, AT Johnson, JS Johnson, SZ Mansdorf…","Chemical, biological, radiological, and nuclear (CBRN) respiratory protection handbook",2018,"","stacks.cdc.gov","https://stacks.cdc.gov/view/cdc/57844","https://scholar.google.com/scholar?cites=6919830148371078303&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-05-22 20:09:37","","","","",,,,,1,0.50,0,5,2,"… gas masks, included special design requirements to ensure that all NIOSH-approved CBRN APR facepieces and filtering components (canisters … An interoperability requirement was added to address the respirator component supply shortages that occurred at the World …"
0,"GD Barr","A model showing the relative risk of viral aerosol infection from breathing and the benefit of wearing masks in different settings with implications for Covid-19.",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.04.28.20082990v3.abstract","",36,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,1,"… calculations . Key Words Covid-19 ; SARS-CoV-2 ; Aerosol ; Masks; Respirator … a surgical mask with and estimated 100 times reduction for an FFP3 mask , with … F1 is the inspiratory filtration factor of a mask for an infectious person breathing …"
0,"C Viegas, M Dias, B Almeida, E Carolino…","Aspergillus spp. burden on filtering respiratory protective devices. Is there an occupational health concern?",2020,"Air Quality, Atmosphere …","Springer","https://link.springer.com/article/10.1007/s11869-019-00781-x","",37,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,5,1,"… 2017). Filtering Respiratory Protective Devices (FRPD), including filters and filtering half face piece respirators (FFRs), are both disposable and reusable, and their use is mandatory in waste-sorting industry in Portugal. During …"
0,"K Majchrzycka, M Okrasa, J Szulc…","Safety of workers exposed to harmful airborne bioaerosols–legal status and innovations",2017,"… and Food Science","yadda.icm.edu.pl","http://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-7c68ebd6-271c-4e4d-89b9-5b6de59d885b","",38,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,4,3,"… 13. Majchrzycka K, Okrasa M, Szulc J, Gutarowska B. The impact of dust in filter materials of respiratory protective … Majchrzycka K, Okrasa M, Skóra J, Gutarowska B. Evaluation of the survivability of microorganisms deposited on the filtering respiratory protective …"
0,"M Patel, A Lee, RP Fagan","Most measles cases in 25 years: is this the end of measles elimination in the United States?",2019,"","stacks.cdc.gov","https://stacks.cdc.gov/view/cdc/81585","",39,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,1,"… rash illness if your patient: Page 16. ▪ Mask and promptly isolate the patient in a room with the door closed ▪ Collect a throat or nasopharyngeal swab for molecular testing using real- time polymerase chain reaction (RT-PCR) and blood for serology (IgM) …"
0,"T Ren","Applying N-halamine Antimicrobial in Poultry Production and Food Processing for Improving Food Safety",2017,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/1024/61e2acda7bdaf504e9a3041895c661dc9996.pdf","",40,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,1,3,"… 30 Figure 1.3 Illustration of antimicrobial air filter coated with MC … 95 Figure 4.2 Schematic diagram of treated nonwoven filters for antiviral activity test against aerosolized avian influenza (H1N1) viruses … UV radiation treatment effectively inactivated the AI H1N1 virus on filtering …"
2,"SD Worley, RM Broughton, I Cerkez…","N-halamine containing fibrous compositions and uses thereof",2019,"US Patent 10,178,866","Google Patents","https://patents.google.com/patent/US10178866B2/en","https://scholar.google.com/scholar?cites=9928407436271657592&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-05-22 20:09:37","","","","",,,,,2,2.00,1,4,1,"… In some embodiments provided herein, the fibrous composition is an air filter … Millipore filters (0.45 μm pore size) were obtained from VWR Inc … second procedure was based on ASTM Method F 2101.01 “Standard Test Methods for Evaluating the Bacterial Filtration Efficiency of …"
0,"MB Brearley","Are recommended heat stroke treatments adequate for Australian workers?",2019,"Annals of work exposures and health","academic.oup.com","https://academic.oup.com/annweh/article-abstract/63/3/263/5370435","",42,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,1,"… filter This issue All Annals of Work Exposures and Health All Journals search input. Advanced Search … Put simply, heat stroke survivability is the product of the extent and duration of T c elevation (degrees-minutes), expressed as the area under the T c curve (Roberts, 2017) …"
10,"J Israel, EF Dunn III, JD Joriman, JT Exley…","Formed filter element",2015,"US Patent …","Google Patents","https://patents.google.com/patent/US9114339B2/en","https://scholar.google.com/scholar?cites=12405851790867608000&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-05-22 20:09:37","","","","",,,,,10,2.00,2,5,5,"… GENERAL; B01D—SEPARATION; B01D2239/00—Aspects relating to filtering material for liquid or gaseous fluids; B01D2239/06—Filter cloth, eg knitted, woven non-woven; self-supported material; B01D2239/0604—Arrangement …"
1,"R Mittal, R Ni, JH Seo","The flow physics of COVID-19",2020,"Journal of Fluid Mechanics","cambridge.org","https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/flow-physics-of-covid19/476E32549012B3620D2452F30F2567F1","https://scholar.google.com/scholar?cites=15123364295127541349&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-05-22 20:09:37","","","","",,,,,1,1.00,0,3,1,"… importance of the droplet and airborne routes of transmission, but also because survivability of enveloped … face mask is a function of the combined effect of the filtering properties of … Filter efficiency (the ratio of the particle concentrations upstream and downstream of the mask) is …"
0,"BE Damit, CY Wu","Infrared radiation filter systems, methods of use and methods of disinfection and decontamination",2015,"US Patent 9,078,940","Google Patents","https://patents.google.com/patent/US9078940B2/en","",45,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,2,5,"… CY, Wysocki, KM, Farrah, S. and Wander, J. (2008) Efficacy of iodine-treated biocidal filter media against … Rengasamy, S., Fisher, E. and Shaffer, R. (2010) Evaluation of the survivability of MS2 viral aerosols deposited on filtering face piece respirator samples incorporating …"
0,"BE Damit, CY Wu","Infrared radiation filter systems, methods of use, and methods of disinfection and decontamination",2015,"US Patent 8,963,109","Google Patents","https://patents.google.com/patent/US8963109B2/en","",46,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,2,5,"… CY, Wysocki, KM, Farrah, S, and Wander, J. (2008) Efficacy of iodine-treated biocidal filter media against … Rengasamy, S., Fisher, E. and Shaffer, R. (2010) Evaluation of the survivability of MS2 viral aerosols deposited on filtering face piece respirator samples incorporating …"
0,"MV Avery, DM Avery","TRANSMITTED BY: EMAIL",2020,"","hsabc.org","https://hsabc.org/sites/default/files/uploads/HSABC%202020%20Paper%20JM%20-%20Final%20S.pdf","",47,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,2,1,"… 1), viable droplet nuclei viruses are in the respirable size range, readily inhalable via the nose and mouth, and not filtered out by … Research on SMs has shown they vary considerably in filtration performance for various particle size fractions … Respirators, which filter inspired air …"
0,"R Lewandowski, P Jóźwik","Aktualne techniki oczyszczania powietrza z czynników biologicznych",2017,"Hygeia","h-ph.pl","http://www.h-ph.pl/pdf/hyg-2017/hyg-2017-2-103.pdf","",48,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,2,3,"… Evaluation of the survivability of MS2 viral aerosols deposited on filtering face piece … and bioaerosols using carbon fiber ionizer assisted fibrous medium filter media … preparedness study: use of energetic methods to decontaminate filtering facepiece respirators contaminated with …"
7,"AM Nikiforuk, TA Cutts, SS Theriault, BWM Cook","Challenge of liquid stressed protective materials and environmental persistence of ebola virus",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-04137-2","https://scholar.google.com/scholar?cites=5642427679023842331&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-05-22 20:09:37","HTML","","","",,,,,7,2.33,2,4,3,"… virus penetration: (A) surgical mask, (B) KC 200 N95 respirator, (C) KC 300 N95 respirator … humidity, the virus survives longest in whole human blood 7, 9 . The survivability of Ebola in … for the selection of PPE during Ebola virus outbreaks should check filtration efficiency ratings …"
0,"C Viegas, M Dias, B Almeida, LA Caetano, E Carolino…","Are workers from waste sorting industry really protected by wearing Filtering Respiratory Protective Devices? The gap between the myth and reality",2020,"Waste Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0956053X19307421","",50,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,6,1,"… Currently the FRPD, including filters and filtering half face piece respirators (FFRs), in accordance … Viability of microorganisms on filter materials may also be affected by the presence … minerals originating from organic and inorganic particles that were blocked during air filtering …"
