Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
53,"S Rengasamy, BC Eimer","Nanoparticle penetration through filter media and leakage through face seal interface of N95 filtering facepiece respirators",2012,"Annals of occupational hygiene","academic.oup.com","https://academic.oup.com/annweh/article-abstract/56/5/568/159920","https://scholar.google.com/scholar?cites=14930216416805948566&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-22 20:25:07","","","","",,,,,53,6.63,27,2,8,"Abstract. National Institute for Occupational Safety and Health recommends the use of particulate respirators for protection against nanoparticles (<100 nm."
8,"S Gao, RT McKay, M Yermakov, J Kim…","Performance of an improperly sized and stretched-out loose-fitting powered air-purifying respirator: manikin-based study",2016,"… of occupational and …","oeh.tandfonline.com","https://oeh.tandfonline.com/doi/abs/10.1080/15459624.2015.1098780","https://scholar.google.com/scholar?cites=8115209895136292934&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-22 20:25:07","","","","",,,,,8,2.00,2,5,4,"… 7–11] Roberge, RJ, A. Coca, WJ Williams, JB Powell, and AJ Palmiero: Physiological impact of the N95 filtering facepiece respirator on healthcare … KJ, T. Reponen, RT McKay, et al.: Large particle penetration through N95 respirator filters and face piece leaks with cyclic flow …"
29,"T Reponen, SA Lee, SA Grinshpun…","Effect of fit testing on the protection offered by N95 filtering facepiece respirators against fine particles in a laboratory setting",2011,"Annals of …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/55/3/264/150594","https://scholar.google.com/scholar?cites=16970876305801503108&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-22 20:25:07","","","","",,,,,29,3.22,7,4,9,"… WPFs). Lee et al. (2005a) investigated the effect of particle size on WPFs by simultaneously measuring the concentration and size distribution of particles inside and outside of a filtering facepiece respirator (FFR). The authors …"
17,"EM Fisher, AW Richardson, SD Harpest…","Reaerosolization of MS2 bacteriophage from an N95 filtering facepiece respirator by simulated coughing",2012,"Annals of …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/56/3/315/168940","https://scholar.google.com/scholar?cites=1391069244858907726&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-22 20:25:07","","","","",,,,,17,2.13,4,4,8,"… Reaerosolization of MS2 Bacteriophage from an N95 Filtering Facepiece Respirator by Simulated Coughing … Filtering facepiece respirator. All experiments were performed using a NIOSH approved N95 FFR (Gerson 1730; Louis M. Gerson Co., Inc, Middleboro, MA, USA) …"
1,"J Zhu, X He, S Guffey, L Wang, H Wang…","Performance Comparison of N95 and P100 Filtering Facepiece Respirators with Presence of Artificial Leakage",2020,"Annals of Work …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/64/2/202/5648932","https://scholar.google.com/scholar?cites=8312370469477530657&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-22 20:25:07","","","","",,,,,1,1.00,0,6,1,"… al., 2008). At the same time, constant flow regimes do not reflect the characteristics of human respiratory flow; it was found that a sinusoidal waveform (cyclic flow) can better simulate human breathing (Stafford et al., 1973). The …"
23,"RJ Roberge, WD Monaghan…","Infrared imaging for leak detection of N95 filtering facepiece respirators: a pilot study",2011,"American journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajim.20970","https://scholar.google.com/scholar?cites=16147109085405102577&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-22 20:25:07","","","","",,,,,23,2.56,8,3,9,"… The sum total of leakage into a filtering facepiece respirator (FFR), termed total inward leakage (TIL), is the composite of leakage through (1) the face seal, (2) the filter element, (3) exhalation valves (for FFR that are so equipped), and (4) other sites (eg, areas where straps …"
6,"S Rengasamy, G Walbert, W Newcomb…","Protection factor for N95 filtering facepiece respirators exposed to laboratory aerosols containing different concentrations of nanoparticles",2015,"Annals Of …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/59/3/373/2740604","https://scholar.google.com/scholar?cites=13147660390996580790&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-22 20:25:07","","","","",,,,,6,1.20,2,4,5,"… PF was measured at two conditions (sealed and unsealed) on a Sheffield head form at constant and cyclic flow conditions using two different NaCl aerosols centered at 13 and 50nm. The PF was greater for both types of aerosols at sealed condition …"
6,"RH Koehler, XK He, SA Grinshpun","A novel face seal design for filtering facepiece respirators: development and pilot testing in a hospital operating room",2014,"Journal of the International …","researchgate.net","https://www.researchgate.net/profile/Richard_Koehler_MD/publication/305083972_A_Novel_Face_Seal_Design_for_Filtering_Facepiece_Respirators_Development_and_Pilot_Testing_In_a_Hospital_Operating_Room/links/5781759a08ae01f736e6c644/A-Novel-Face-Seal-Design-for-Filtering-Facepiece-Respirators-Development-and-Pilot-Testing-In-a-Hospital-Operating-Room.pdf","https://scholar.google.com/scholar?cites=5630879867793978243&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-22 20:25:07","PDF","","","",,,,,6,1.00,2,3,6,"… Keywords: Filtering facepiece respirator, face seal, fit, Simulated Workplace Protection Factor, surgical smoke … Reponen T. (2013) Penetration of Fiber versus Spherical Particles through Filter Media and Faceseal Leakage of N95 Filtering Facepiece Respirators with Cyclic Flow …"
6,"RM Howie, J Addison, J Cherrie…","Fibre release from filtering facepiece respirators",1986,"The Annals of …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/30/1/131/150555","https://scholar.google.com/scholar?cites=9727803708208517076&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-22 20:25:07","CITATION","","","",,,,,6,0.18,2,4,34,"… Sir, As a result of complaints of throat irritation from workers wearing a flexible type of filtering facepiece respirator (FFR), we have carried out a series of short investigations to ascertain the likely causes … This will include examination of the effects of cyclic flow …"
6,"IT Mukhametzanov, SA Grinshpun, SK Zaripov…","Assessing the protection provided by facepiece filtering respirator: New model involving spherical porous layer with annular peripheral opening",2016,"Aerosol Air Qual …","aaqr.org","http://www.aaqr.org/article/download?articleId=11&path=/files/article/11/11_AAQR-15-07-OA-0466_2428-2437.pdf","https://scholar.google.com/scholar?cites=535979706082951432&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-22 20:25:07","PDF","","","",,,,,6,1.50,2,4,4,"Page 1. Aerosol and Air Quality Research, 16: 2428–2437, 2016 Copyright © Taiwan Association for Aerosol Research ISSN: 1680-8584 print / 2071-1409 online doi: 10.4209/aaqr.2015.07.0466 Assessing the Protection Provided …"
14,"S Rengasamy, BC Eimer","Nanoparticle filtration performance of NIOSH-certified particulate air-purifying filtering facepiece respirators: evaluation by light scattering photometric and particle …",2012,"Journal of occupational and …","oeh.tandfonline.com","https://oeh.tandfonline.com/doi/abs/10.1080/15459624.2011.642703","https://scholar.google.com/scholar?cites=5118067182790009316&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-22 20:25:07","","","","",,,,,14,1.75,7,2,8,"… Keywords ambient aerosols, filter penetration, filtering facepiece respirator, more challenging test aerosols, NaCl and DOP aerosols, NIOSH certification test … Filtering Facepiece Respirator Photometric and Particle Number-Based Methods Particle Number-Based Method …"
4,"X He, E Vo, M Horvatin, Y Liu, M Bergman…","Comparison of simulated workplace protection factors offered by N95 and P100 filtering facepiece and elastomeric half-mask respirators against particles of …",2015,"… of nanotechnology and …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4529391/","https://scholar.google.com/scholar?cites=4207316499210492413&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-22 20:25:07","HTML","","","",,,,,4,0.80,1,6,5,"… study compared the simulated workplace protection factors (SWPFs) between NIOSH-approved N95 respirators and P100 respirators, including two models of filtering facepiece respirator (FFR) and … N95 and p100 respirator filter efficiency under high constant and cyclic flow …"
19,"WB Salter, K Kinney, WH Wallace…","Analysis of residual chemicals on filtering facepiece respirators after decontamination",2010,"… of occupational and …","oeh.tandfonline.com","https://oeh.tandfonline.com/doi/abs/10.1080/15459624.2010.484794","https://scholar.google.com/scholar?cites=2577595207234941582&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-22 20:25:07","","","","",,,,,19,1.90,5,4,10,"… 2Air Force Research Laboratory, Tyndall Air Force Base, Florida The N95 filtering facepiece respirator (FFR) is commonly used to protect individuals from infectious aerosols. Health care experts predict a shortage of N95 FFRs …"
0,"P Wang, DR Chen","Filter media performance under the oscillating flow condition",2019,"Journal of Aerosol Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0021850219300576","",29,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,2,1,"… The apparent single-fiber efficiency of test media under cyclic flow was obtained. Abstract … 3.3. Modeling of particle penetration of filter media under cyclic flow conditions. In this part of work, we focused on the penetration of mechanical filter media for diffusive particles …"
0,"N NR","Appendix 2 (as supplied by the authors): Summary of data from surrogate exposure studies",,"researchgate.net","","https://www.researchgate.net/profile/Jeffrey_Smith46/publication/297240571_Appendix_2_Summary_of_data_from_surrogate_exposure_studies/links/56ddd28208aeb8b66f949f38.pdf","",30,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,1,,"… Rengasamy 201422 -Manikin -85 L/min constant flow and 8, 40 L/min cyclic flow at 16, 26.67 breaths/min -Polydisperse NaCl -Two N95 … Effect of particle size on the performance of an N95 filtering facepiece respirator and a surgical mask at various breathing conditions …"
0,"SA Grinshpun","Impact of Facial Leakage on Respirator Efficiency: Recent Developments",2017,"Handbook of Respiratory Protection …","books.google.com","https://books.google.com/books?hl=en&lr=&id=rN5CDwAAQBAJ&oi=fnd&pg=PT370&dq=%22cyclic+flow%22++%22filtering+facepiece+respirator%22&ots=iSL2aeyOm5&sig=BU1z0C6iKYg_cu3wI6bw-9UbxgQ","",31,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,3,"… For example, a filtering facepiece respirator (FFR) receives an N95 certification if its filter exhibits an aerosol particle collection of at least 95%, which corresponds to a particle penetration of 5% or … Collection of silica and asbestos aerosols by respirators at steady and cyclic flow …"
13,"B Chua, AS Wexler, NC Tien, DA Niemeier…","Micro corona based particle steering air filter",2013,"Sensors and Actuators A …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0924424713001465","https://scholar.google.com/scholar?cites=9870794261595744565&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-22 20:25:07","","","","",,,,,13,1.86,3,5,7,"… Corona. Filtration. Electrostatic steering. Filtering facepiece respirator. 1. Introduction. The filtering facepiece respirator (FFR), first patented in the United States by Haslett in 1849 [1], consisted of a moist woollen fabric that trapped dust as air passed through it …"
7,"MS Bergman, DJ Viscusi, Z Zhuang…","Evaluation of Sampling Probes for Fit Testing N95 Filtering Facepiece Respirators",2013,"Annals of …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/57/4/507/158228","https://scholar.google.com/scholar?cites=1309657932528123085&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-05-22 20:25:07","","","","",,,,,7,1.00,2,4,7,"… In that study, sodium chloride was used as the test agent and air was drawn under cyclic flow through the FFR at 40 l min –1 . Experiments were performed for both the FFR sealed to the headform and also by inducing leaks in the chin and nose area …"
0,"S Gao","Performance of Filtering Facepieces and Powered Air-purifying Respirators Challenged with Different Aerosols",2016,"","rave.ohiolink.edu","http://rave.ohiolink.edu/etdc/view?acc_num=ucin1459155521","",34,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,4,"… obtained with real workplace aerosols. The effects of multiple factors such as challenge aerosol type, breathing flow rates including constant inhalation flow and cyclic flow, particle size … FF – fit factor FFR – filtering facepiece respirator GM – geometric mean …"
0,"RM Eninger","Performance aspects of filtering facepiece respirators against ultrafine inert and biological particles",2008,"","rave.ohiolink.edu","http://rave.ohiolink.edu/etdc/view?acc_num=ucin1217858522","",35,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,12,"… Sample swatches were taken from a surgical mask, N95 filtering-facepiece respirator, and N100 respirator and utilized in repeated short duration (15 Page 10. viii … efficiency of two traditional respirators and one newly designed filtering facepiece respirator …"
15,"Z Zou, M Yao","Airflow resistance and bio-filtering performance of carbon nanotube filters and current facepiece respirators",2015,"Journal of Aerosol Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0021850214001529","https://scholar.google.com/scholar?cites=7919330800042803772&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-05-22 20:25:07","","","","",,,,,15,3.00,8,2,5,"Skip to main content Skip to article …"
0,"WB Salter, K Kinney, WH Wallace, AE Lumley…","Analysis of Chemical Off-Gassing from Filtering Facepiece Respirators after Decontamination (PREPRINT)",2009,"","… RESEARCH ASSOCIATES INC …","","",37,"2020-05-22 20:25:07","CITATION","","","",,,,,0,0.00,0,5,11,""
1,"C Brochot, A Djebara, F Haguiguat…","Validation of a laboratory test bench for the efficiency of an N95 filtering face piece, using simulated occupational exposure",2015,"… of Environmental & …","researchgate.net","https://www.researchgate.net/profile/Ali_Bahloul/publication/281410446_Validation_of_a_Laboratory_Test_Bench_for_the_Efficiency_of_an_N95_Filtering_Face_Piece_using_Simulated_Occupational_Exposure/links/5a4d55f20f7e9b8284c4d915/Validation-of-a-Laboratory-Test-Bench-for-the-Efficiency-of-an-N95-Filtering-Face-Piece-using-Simulated-Occupational-Exposure.pdf","https://scholar.google.com/scholar?cites=10497107378894753992&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-05-22 20:25:07","PDF","","","",,,,,1,0.20,0,4,5,"… with the challenge aerosol. The filtering facepiece respirator was sealed to a manikin's head to eliminate leakage. Both constant and cyclic flow rate were used to analyse the efficiency of N95 filters. Finally, two sampling probes …"
0,"CM Baxter, JO Stull","Balancing the Risk–Strategies for Respiratory Protection During a Pandemic",,"interagencyboard.org","","https://www.interagencyboard.org/sites/default/files/publications/Balancing%20the%20Risk_Strategies%20for%20Respiratory%20Protection%20During%20a%20Pandemic.pdf","",39,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,2,,"… Filtering Facepiece Respirators (FFRs) • The minimum level of respiratory protection is an N95 filtering facepiece respirator that is certified … Viable Viral Efficiency of N95 and P100 Respirator Filters at Constant and Cyclic Flow …"
5,"S Cheberiachko, O Yavors'ka, D Radchuk…","Respiratory protection provided by negative pressure half mask filtering respirators in coal mines",2018,"Solid State …","Trans Tech Publ","https://www.scientific.net/SSP.277.232","https://scholar.google.com/scholar?cites=15442070287781271087&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-22 20:25:07","","","","",,,,,5,2.50,1,4,2,"… Factors for an N95 Filtering Facepiece Respirator. Journal of Occupational and Environmental Hygiene, 4(9), 698-703. [15] Eshbaugh, JP, Gardner, PD, Richardson, AW, & Hofacre, KC (2008). N95 and P100 respirator filter efficiency under high constant and cyclic flow …"
0,"Z Zuo, TH Kuehn, DYH Pui","Respirator Testing Using Virus Aerosol: Comparison between Viability Penetration and Physical Penetration",2015,"Annals Of Occupational Hygiene","academic.oup.com","https://academic.oup.com/annweh/article-abstract/59/6/812/2196141","",41,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,3,5,"Abstract. Viability, fluorescence (particle volume), photometric, viral RNA, and particle number penetration of MS2 bacteriophage through filter media used in."
100,"RE Shaffer, S Rengasamy","Respiratory protection against airborne nanoparticles: a review",2009,"Journal of nanoparticle research","Springer","https://link.springer.com/article/10.1007/s11051-009-9649-3","https://scholar.google.com/scholar?cites=15695081101818593113&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-05-22 20:25:07","","","","",,,,,100,9.09,50,2,11,"… investigation of the performance of N95 respirator filters against ultrafine aerosol particles tested at constant and cyclic flow rates … PubMedCrossRefGoogle Scholar. Janssen LL, Nelson TJ, Cuta KT (2007) Workplace protection factors for an N95 filtering facepiece respirator …"
0,"H Yang","Performance Study of an Unconventional Breathresponse PAPR Against a N95 FFR and Conventional PAPRs",2019,"","search.proquest.com","http://search.proquest.com/openview/a9b395d62fbef4c5c5525d0bedbc95c9/1?pq-origsite=gscholar&cbl=18750&diss=y","",43,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,1,"… Then the much lighter and relatively inexpensive N95 filtering facepiece respirator (FFR) is also frequently utilized in healthcare work settings to protect … under two flow types, constant flow (inspiratory flow rates = 20, 50, 85 and 115 L/min) and cyclic flow (mean inspiratory flow …"
0,"CM Baxter, JO Stull","Minimum Recommended Guidance on Protection and Decontamination for First Responders Involved in COVID-19 Cases–Detailed Reaction Guide",,"ucdenver.edu","","http://www.ucdenver.edu/academics/colleges/PublicHealth/research/centers/CHWE/Documents/IAB%20-%20Minimum%20PPE%20and%20Decon%20Recommendations%20for%20Emergency%20Response%20to%20COVID-19%20-%20Detailed%20Reaction%20Guide.pdf","",44,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,2,,"… service time, but this practice comes at the expense of increased breathing resistance [2]. • Instead, the minimum level of respiratory protection is an N95 filtering facepiece respirator that is … Viable Viral Efficiency of N95 and P100 Respirator Filters at Constant and Cyclic Flow …"
2,"B Yao, Y Wang, X Ye, F Zhang, Y Peng","Impact of structural features on dynamic breathing resistance of healthcare face mask",2019,"Science of The Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969719330360","https://scholar.google.com/scholar?cites=10109754395543623876&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-05-22 20:25:07","","","","",,,,,2,2.00,0,5,1,"… of both breathing frequency and flow rate on the performance of N95 filtering facepiece respirators under cyclic flow and constant … investigated the faceseal leakage of N95 filtering facepiece respirator based on three sinusoidal breathing flow patterns, and concluded that even …"
0,"X He","Effects of Faceseal Leakage, Combustion Material, Particle Size, Breathing Frequency and Flow Rate on the Performance of Respiratory Protection Devices",2013,"","rave.ohiolink.edu","http://rave.ohiolink.edu/etdc/view?acc_num=ucin1378197327","",46,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,7,"… size and breathing frequency on the filter penetration and TIL of an N95 filtering facepiece respirator (FFR … 2010b). Very little data are available on faceseal aerosol penetration under the cyclic flow regime and even less is known about …"
8,"S Gao, J Kim, M Yermakov, Y Elmashae…","Performance of N95 FFRs against combustion and NaCl aerosols in dry and moderately humid air: Manikin-based study",2016,"Annals Of …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/60/6/748/2196167","https://scholar.google.com/scholar?cites=15525612678873681460&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-05-22 20:25:07","","","","",,,,,8,2.00,2,5,4,"AbstractObjectives:. The first objective of this study was to evaluate the penetration of particles generated from combustion of plastic through National Insti."
